,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,listing_type
3545,1299000.0,3.0,4.0,1649.0 ,1281700.0,4335.0,House for sale
3548,675000.0,2.0,4.0,1484.0 ,687400.0,2997.0,House for sale
3552,899999.0,2.0,3.0,1241.0 ,942186.0,3399.0,House for sale
3554,1350000.0,5.0,4.0,2889.0 ,1060100.0,4659.0,New construction
3555,4500000.0,2.0,4.0,2502.0 ,4445500.0,10303.0,House for sale
3556,869900.0,2.0,3.0,1521.0 ,877800.0,3829.0,House for sale
3557,1598000.0,3.0,4.0,1671.0 ,1666485.0,4164.0,House for sale
3562,485000.0,2.0,3.0,920.0 ,511900.0,2364.0,Condo for sale
3576,1188000.0,2.0,2.0,1112.0 ,1227100.0,3214.0,House for sale
3579,1188000.0,2.0,4.0,1282.0 ,1315600.0,4114.0,House for sale
3581,199900.0,1.0,2.0,840.0 ,204900.0,2227.0,Home for sale
3586,639000.0,1.0,2.0,910.0 ,666500.0,2791.0,House for sale
3600,4199900.0,8.0,6.0,7500.0 ,4144300.0,13651.0,New construction
3610,609000.0,2.0,2.0,922.0 ,615600.0,2684.0,Condo for sale
3613,699000.0,3.0,3.0,1129.0 ,739242.0,2996.0,Townhouse for sale
3615,1199999.0,3.0,4.0,1620.0 ,1329885.0,3980.0,House for sale
3625,1499000.0,3.0,4.0,2672.0 ,1544100.0,5307.0,House for sale
3629,789000.0,2.0,4.0,1742.0 ,816800.0,3099.0,House for sale
3632,899000.0,1.0,2.0,1260.0 ,932296.0,3343.0,House for sale
3638,1875000.0,2.0,4.0,1742.0 ,1600900.0,4227.0,House for sale
3646,1200000.0,2.0,5.0,1450.0 ,1217100.0,2900.0,House for sale
3653,9500000.0,5.0,5.0,6734.0 ,9367181.0,18086.0,House for sale
3655,799000.0,2.0,2.0,1387.0 ,852200.0,3599.0,Condo for sale
3660,773888.0,3.0,2.0,1473.0 ,817078.0,3200.0,Townhouse for sale
3664,1399000.0,2.0,3.0,1457.0 ,1440700.0,3995.0,House for sale
3670,1168000.0,4.0,4.0,1707.0 ,1248630.0,3699.0,Townhouse for sale
3674,788888.0,2.0,2.0,1241.0 ,825784.0,2949.0,Townhouse for sale
3680,849000.0,4.0,6.0,2800.0 ,866900.0,4264.0,House for sale
3681,1450000.0,3.0,3.0,2095.0 ,1506500.0,4879.0,House for sale
3684,1550000.0,3.0,4.0,3037.0 ,1651700.0,5499.0,House for sale
3688,1199000.0,3.0,4.0,1960.0 ,1255353.0,4028.0,House for sale
3689,295000.0,1.0,2.0,751.0 ,308000.0,1898.0,Condo for sale
3695,1299000.0,2.0,3.0,1761.0 ,1366189.0,3504.0,House for sale
3702,925000.0,2.0,2.0,1326.0 ,966400.0,3563.0,House for sale
3704,949000.0,2.0,4.0,1324.0 ,998754.0,3499.0,House for sale
3705,950000.0,2.0,3.0,1671.0 ,981404.0,3694.0,House for sale
3708,1399800.0,3.0,3.0,1409.0 ,1475843.0,3881.0,Townhouse for sale
3710,998888.0,2.0,4.0,1873.0 ,1089800.0,3999.0,House for sale
3715,229900.0,2.0,3.0,1440.0 ,229900.0,3448.0,Home for sale
3716,892800.0,3.0,4.0,2880.0 ,912842.0,4227.0,House for sale
3722,1850000.0,4.0,4.0,2793.0 ,1982100.0,5499.0,House for sale
3723,1399000.0,1.0,2.0,1054.0 ,1427051.0,2984.0,House for sale
3729,1549000.0,2.0,3.0,1709.0 ,1631982.0,3902.0,House for sale
3731,539000.0,2.0,2.0,949.0 ,541900.0,2600.0,Condo for sale
3733,580000.0,1.0,0.0,683.0 ,574700.0,2388.0,Condo for sale
3744,768000.0,2.0,2.0,1063.0 ,798900.0,2984.0,House for sale
3746,618000.0,2.0,2.0,871.0 ,643601.0,2499.0,Condo for sale
3760,469000.0,2.0,3.0,1344.0 ,499900.0,3222.0,Condo for sale
3762,395000.0,2.0,2.0,1012.0 ,406400.0,2028.0,Condo for sale
3764,489000.0,2.0,3.0,1194.0 ,503500.0,2942.0,Multi-family home for sale
3768,695000.0,2.0,3.0,1330.0 ,705600.0,2864.0,House for sale
3769,1098888.0,2.0,4.0,1743.0 ,1287000.0,3850.0,House for sale
3779,525000.0,1.0,1.0,684.0 ,554300.0,1881.0,House for sale
3788,128000.0,2.0,2.0,880.0 ,130000.0,2084.0,Home for sale
3790,899988.0,3.0,3.0,1629.0 ,935987.0,3499.0,Townhouse for sale
3800,1350000.0,3.0,5.0,1876.0 ,1240000.0,3208.0,House for sale
3813,5000000.0,3.0,2.0,3530.0 ,5000000.0,17376.0,House for sale
3817,1800000.0,4.0,4.0,3395.0 ,1806100.0,6339.0,House for sale
3818,1199000.0,2.0,3.0,1573.0 ,945300.0,3270.0,Coming soon
3825,1688000.0,4.0,4.0,2214.0 ,1751551.0,4778.0,House for sale
3835,475000.0,2.0,2.0,980.0 ,490600.0,2114.0,Condo for sale
3840,675000.0,2.0,3.0,1134.0 ,661900.0,2870.0,Coming soon
3842,735000.0,2.0,3.0,1056.0 ,758900.0,2822.0,Condo for sale
3851,2288888.0,2.0,3.0,1836.0 ,2363744.0,3750.0,Condo for sale
3854,499900.0,2.0,2.0,972.0 ,514400.0,2511.0,Condo for sale
3858,304900.0,2.0,3.0,1140.0 ,248500.0,3066.0,Home for sale
3859,1398000.0,3.0,5.0,2397.0 ,1565000.0,4470.0,House for sale
3860,1195000.0,2.0,3.0,2642.0 ,1230328.0,4666.0,House for sale
3868,1199990.0,3.0,4.0,2056.0 ,1141400.0,4300.0,House for sale
3870,699000.0,2.0,3.0,1474.0 ,769200.0,3221.0,House for sale
3872,1649000.0,2.0,3.0,1690.0 ,1737339.0,4164.0,House for sale
3875,379900.0,3.0,2.0,1069.0 ,378300.0,2198.0,Condo for sale
3883,499000.0,2.0,3.0,1208.0 ,496300.0,2790.0,Coming soon
3896,745000.0,2.0,2.0,1600.0 ,763600.0,2996.0,House for sale
3898,548000.0,2.0,2.0,975.0 ,561189.0,2407.0,Condo for sale
3901,1300000.0,3.0,5.0,2740.0 ,1429700.0,4544.0,House for sale
3910,169999.0,2.0,2.0,960.0 ,173400.0,2706.0,Home for sale
3911,749000.0,2.0,2.0,1087.0 ,781600.0,2813.0,Condo for sale
3913,425000.0,2.0,2.0,1800.0 ,434540.0,3196.0,Home for sale
3924,1299000.0,3.0,3.0,1644.0 ,1376361.0,3899.0,House for sale
3927,1099999.0,3.0,4.0,1954.0 ,1371400.0,4195.0,House for sale
3930,449000.0,1.0,1.0,535.0 ,411800.0,2392.0,Condo for sale
3931,1995000.0,4.0,4.0,2682.0 ,2047900.0,8293.0,House for sale
3938,1790000.0,3.0,3.0,2838.0 ,1663900.0,7474.0,House for sale
3940,2190000.0,2.0,3.0,1695.0 ,2254300.0,4659.0,House for sale
3943,1399000.0,3.0,5.0,2236.0 ,1357500.0,4500.0,House for sale
3946,699000.0,2.0,2.0,750.0 ,757900.0,2570.0,House for sale
3947,769900.0,2.0,3.0,1281.0 ,792100.0,3449.0,House for sale
3953,649900.0,2.0,3.0,1268.0 ,657400.0,2962.0,House for sale
3962,699000.0,2.0,3.0,1350.0 ,728300.0,3095.0,House for sale
3966,925000.0,4.0,5.0,2435.0 ,940900.0,3999.0,House for sale
3967,569000.0,2.0,4.0,1310.0 ,588006.0,2963.0,House for sale
3971,767900.0,2.0,2.0,930.0 ,787400.0,3499.0,Condo for sale
3972,650000.0,2.0,3.0,1314.0 ,655100.0,2928.0,House for sale
3980,520000.0,2.0,2.0,902.0 ,538700.0,2553.0,Condo for sale
3982,1095000.0,4.0,3.0,2315.0 ,1100300.0,4749.0,Condo for sale
3989,10895000.0,6.0,5.0,4430.0 ,10593600.0,35461.0,House for sale
3990,1200000.0,2.0,4.0,1661.0 ,878000.0,3869.0,House for sale
3999,1999000.0,3.0,4.0,2316.0 ,2288600.0,4503.0,House for sale
4005,5495000.0,8.0,6.0,8915.0 ,5309200.0,2931.0,House for sale
4008,481000.0,2.0,3.0,970.0 ,508000.0,2799.0,House for sale
4014,1995000.0,3.0,4.0,2240.0 ,2059289.0,4850.0,House for sale
4018,1400000.0,2.0,3.0,1519.0 ,1461043.0,3994.0,House for sale
4020,817530.0,3.0,7.0,2364.0 ,958500.0,4900.0,House for sale
4021,2299000.0,3.0,4.0,2465.0 ,1993700.0,7858.0,Coming soon
4023,1019000.0,3.0,3.0,1754.0 ,1032400.0,3711.0,House for sale
4027,1645000.0,3.0,4.0,1781.0 ,1724358.0,3995.0,House for sale
4032,1949000.0,3.0,4.0,1758.0 ,2194900.0,4570.0,House for sale
4036,1300000.0,3.0,5.0,2506.0 ,1197600.0,4500.0,House for sale
4043,675000.0,2.0,3.0,1378.0 ,692600.0,3063.0,Coming soon
4048,1598000.0,3.0,4.0,2613.0 ,1776900.0,5999.0,House for sale
4056,775000.0,2.0,3.0,1632.0 ,788900.0,3726.0,House for sale
4058,535000.0,2.0,2.0,955.0 ,555719.0,2462.0,Condo for sale
4059,1568000.0,2.0,3.0,1250.0 ,1732100.0,3835.0,House for sale
4064,289000.0,2.0,2.0,1440.0 ,292900.0,4198.0,Home for sale
4069,1399999.0,2.0,4.0,1639.0 ,1473207.0,3864.0,House for sale
4070,1049000.0,3.0,5.0,2273.0 ,1131800.0,4065.0,House for sale
4073,1659000.0,3.0,3.0,2183.0 ,1674600.0,6299.0,Condo for sale
4074,1150000.0,2.0,4.0,1738.0 ,1211500.0,4459.0,House for sale
4075,679000.0,3.0,4.0,2021.0 ,676600.0,3229.0,New construction
4077,6850000.0,4.0,4.0,4228.0 ,6575000.0,21850.0,House for sale
4079,170000.0,1.0,2.0,600.0 ,173400.0,1884.0,Home for sale
4084,594000.0,1.0,2.0,822.0 ,594000.0,2719.0,Condo for sale
4099,900000.0,3.0,4.0,2171.0 ,924000.0,3464.0,House for sale
4107,1875000.0,3.0,4.0,2478.0 ,1958394.0,5351.0,House for sale
4111,925000.0,2.0,4.0,1918.0 ,842500.0,4137.0,House for sale
4117,1275000.0,3.0,2.0,1410.0 ,1318600.0,3599.0,Condo for sale
4120,294100.0,1.0,2.0,813.0 ,307500.0,1849.0,Condo for sale
4131,799000.0,3.0,3.0,1819.0 ,820300.0,3132.0,House for sale
4134,1800000.0,3.0,4.0,2247.0 ,1991200.0,5054.0,House for sale
4137,1595000.0,2.0,2.0,1748.0 ,1695000.0,7297.0,Condo for sale
4140,965000.0,2.0,2.0,1200.0 ,1011319.0,3099.0,Townhouse for sale
4142,3300000.0,4.0,5.0,3050.0 ,3300000.0,5189.0,House for sale
4147,889000.0,2.0,2.0,1198.0 ,898200.0,3363.0,House for sale
4148,525000.0,2.0,2.0,1225.0 ,540100.0,2895.0,Condo for sale
4151,1590000.0,3.0,4.0,1976.0 ,1682071.0,4500.0,House for sale
4167,2350000.0,4.0,5.0,3014.0 ,2541421.0,5291.0,House for sale
4176,485000.0,1.0,1.0,765.0 ,484900.0,2824.0,Condo for sale
4177,340000.0,1.0,1.0,616.0 ,340100.0,1794.0,Condo for sale
4178,1395000.0,4.0,4.0,2153.0 ,1477945.0,4200.0,House for sale
4179,1999800.0,3.0,4.0,2748.0 ,2106932.0,5496.0,House for sale
4180,575000.0,2.0,2.0,1069.0 ,575000.0,3284.0,Coming soon
4182,875000.0,3.0,3.0,1585.0 ,926273.0,3665.0,Townhouse for sale
4188,525000.0,2.0,3.0,1162.0 ,534200.0,2756.0,House for sale
4193,511900.0,2.0,2.0,896.0 ,528150.0,2713.0,Condo for sale
4195,850000.0,3.0,3.0,1869.0 ,877300.0,3434.0,Condo for sale
4196,679000.0,3.0,2.0,1421.0 ,729000.0,3234.0,Townhouse for sale
4199,1500000.0,3.0,4.0,1932.0 ,1573709.0,3999.0,House for sale
4201,570000.0,1.0,1.0,914.0 ,591700.0,2400.0,Condo for sale
4203,699000.0,2.0,2.0,1078.0 ,657200.0,2949.0,Condo for sale
4207,2000000.0,3.0,5.0,3517.0 ,1986900.0,5439.0,House for sale
4214,339900.0,2.0,3.0,1200.0 ,336804.0,3599.0,House for sale
4218,699000.0,3.0,3.0,1350.0 ,750200.0,3300.0,Condo for sale
4229,2000000.0,4.0,4.0,2748.0 ,2059100.0,9499.0,House for sale
4233,649000.0,2.0,4.0,1481.0 ,666000.0,3200.0,House for sale
4234,1100000.0,2.0,3.0,1991.0 ,1078100.0,3798.0,House for sale
4244,855000.0,2.0,3.0,1014.0 ,861600.0,3391.0,House for sale
4246,1295000.0,2.0,4.0,1554.0 ,1198400.0,3949.0,House for sale
4250,1197000.0,2.0,3.0,1110.0 ,1267495.0,3599.0,House for sale
4254,1086000.0,3.0,5.0,2227.0 ,1112200.0,3997.0,House for sale
4255,999500.0,5.0,5.0,3475.0 ,1060700.0,4764.0,House for sale
4265,479000.0,1.0,1.0,807.0 ,479000.0,2493.0,Condo for sale
4267,664000.0,2.0,2.0,1341.0 ,680344.0,3111.0,Townhouse for sale
4271,1700000.0,3.0,3.0,1993.0 ,1706600.0,4426.0,House for sale
4278,1379000.0,3.0,3.0,2146.0 ,1421800.0,4850.0,Condo for sale
4284,1299000.0,4.0,4.0,2792.0 ,1311000.0,4694.0,House for sale
4288,1499000.0,2.0,3.0,1808.0 ,1573952.0,3772.0,House for sale
4289,275000.0,1.0,1.0,550.0 ,299300.0,1529.0,Condo for sale
4290,640000.0,2.0,3.0,1384.0 ,644800.0,3620.0,Coming soon
4291,899000.0,3.0,4.0,1929.0 ,1053200.0,4323.0,House for sale
4297,139500.0,2.0,2.0,1340.0 ,195600.0,3628.0,Home for sale
4299,725000.0,2.0,4.0,1865.0 ,743000.0,3499.0,House for sale
4312,368000.0,2.0,3.0,1506.0 ,368000.0,3473.0,Home for sale
4314,1139000.0,3.0,4.0,2547.0 ,1176400.0,4496.0,House for sale
4315,539000.0,2.0,2.0,1223.0 ,539071.0,2791.0,Condo for sale
4317,968000.0,4.0,6.0,1232.0 ,978777.0,2301.0,House for sale
4320,799000.0,4.0,4.0,2970.0 ,804000.0,3999.0,House for sale
4321,549500.0,3.0,2.0,980.0 ,573000.0,2822.0,Condo for sale
4329,1095000.0,3.0,3.0,1984.0 ,1119300.0,4170.0,House for sale
4340,179000.0,2.0,4.0,1344.0 ,1191000.0,3599.0,Home for sale
4344,759000.0,2.0,3.0,1199.0 ,803476.0,2984.0,Townhouse for sale
4351,730000.0,3.0,5.0,1756.0 ,746100.0,3099.0,House for sale
4356,2999888.0,2.0,3.0,1521.0 ,3022966.0,3599.0,House for sale
4358,1649000.0,2.0,5.0,1918.0 ,1746300.0,4469.0,House for sale
4359,6299000.0,1.0,1.0,700.0 ,1005600.0,1996.0,House for sale
4360,499000.0,1.0,2.0,820.0 ,499600.0,2524.0,Condo for sale
4363,1195000.0,2.0,3.0,1298.0 ,1266300.0,3495.0,House for sale
4369,1299000.0,3.0,2.0,1496.0 ,1468800.0,5998.0,House for sale
4370,795900.0,2.0,2.0,1186.0 ,813214.0,3527.0,Condo for sale
4380,375000.0,2.0,2.0,1192.0 ,377500.0,2499.0,Condo for sale
4384,439900.0,2.0,3.0,1184.0 ,445930.0,2498.0,Condo for sale
4386,2975000.0,3.0,4.0,2835.0 ,2573100.0,8395.0,Coming soon
4392,850000.0,2.0,3.0,1658.0 ,946800.0,3599.0,House for sale
4393,1349000.0,4.0,4.0,2170.0 ,1429939.0,4053.0,Townhouse for sale
4396,665000.0,2.0,3.0,1575.0 ,678400.0,3034.0,House for sale
4398,399000.0,1.0,1.0,692.0 ,414900.0,1849.0,Condo for sale
4404,1949900.0,4.0,5.0,3050.0 ,1907200.0,5484.0,Coming soon
4409,1198888.0,3.0,4.0,1347.0 ,1341948.0,3800.0,House for sale
4410,799000.0,2.0,2.0,1056.0 ,829000.0,3181.0,Condo for sale
4413,1075000.0,1.0,2.0,1070.0 ,1052100.0,3200.0,House for sale
4415,1358000.0,2.0,3.0,1453.0 ,1460433.0,3528.0,House for sale
4431,890000.0,2.0,4.0,1496.0 ,918900.0,3899.0,Multi-family home for sale
4433,1450000.0,4.0,4.0,2889.0 ,1466100.0,4600.0,House for sale
4447,1279000.0,2.0,3.0,1136.0 ,1387124.0,3499.0,House for sale
4455,985211.0,3.0,4.0,1647.0 ,1256900.0,3798.0,House for sale
4456,899900.0,2.0,3.0,1258.0 ,735000.0,3595.0,Coming soon
4465,1199000.0,3.0,3.0,1603.0 ,1214200.0,4140.0,House for sale
4466,880000.0,2.0,2.0,1370.0 ,989800.0,4200.0,Condo for sale
4467,1098000.0,2.0,2.0,1275.0 ,1120000.0,3095.0,Condo for sale
4474,1088000.0,3.0,3.0,2078.0 ,1138995.0,3984.0,Condo for sale
4483,750000.0,2.0,3.0,1098.0 ,665100.0,2925.0,House for sale
4490,3995000.0,4.0,4.0,3717.0 ,3263200.0,10736.0,House for sale
4493,940000.0,2.0,3.0,1630.0 ,748600.0,3596.0,House for sale
4498,439000.0,1.0,2.0,811.0 ,447959.0,2350.0,Condo for sale
4502,648000.0,2.0,2.0,1080.0 ,671309.0,2710.0,Condo for sale
4504,629999.0,1.0,3.0,991.0 ,662097.0,3200.0,Condo for sale
4508,649000.0,2.0,4.0,1736.0 ,663900.0,3314.0,House for sale
4509,1099888.0,2.0,3.0,1239.0 ,1165286.0,3869.0,Condo for sale
4516,2700000.0,2.0,3.0,1636.0 ,2449300.0,8066.0,House for sale
4524,629000.0,2.0,3.0,1221.0 ,640500.0,2849.0,House for sale
4532,1695000.0,2.0,3.0,1193.0 ,1901500.0,3716.0,House for sale
4536,849900.0,3.0,3.0,1530.0 ,865600.0,3099.0,House for sale
4543,799999.0,3.0,3.0,1413.0 ,813166.0,3499.0,Townhouse for sale
4544,1251000.0,4.0,3.0,1825.0 ,1251119.0,3805.0,Townhouse for sale
4547,1950000.0,3.0,3.0,2188.0 ,2020800.0,5499.0,House for sale
4551,154500.0,2.0,3.0,1040.0 ,154501.0,2600.0,Home for sale
4553,529000.0,2.0,3.0,1170.0 ,536000.0,2699.0,Townhouse for sale
4558,1895000.0,4.0,5.0,2948.0 ,1984000.0,7986.0,House for sale
4559,899000.0,2.0,4.0,1350.0 ,808900.0,3370.0,House for sale
4561,775000.0,3.0,3.0,2154.0 ,806000.0,3440.0,House for sale
4562,1099000.0,3.0,4.0,1986.0 ,1138400.0,4455.0,House for sale
4566,165000.0,1.0,2.0,800.0 ,171600.0,2725.0,Home for sale
4572,525000.0,2.0,2.0,1764.0 ,534000.0,3497.0,Home for sale
4577,875000.0,3.0,3.0,1661.0 ,950300.0,3711.0,House for sale
4579,1860000.0,4.0,5.0,2842.0 ,1974461.0,5340.0,House for sale
4585,899000.0,2.0,3.0,1048.0 ,913800.0,3463.0,House for sale
4588,850900.0,3.0,4.0,1724.0 ,882900.0,3814.0,House for sale
4593,495000.0,3.0,2.0,1202.0 ,508199.0,2598.0,Condo for sale
4603,129000.0,1.0,2.0,864.0 ,130000.0,2028.0,Home for sale
4604,849000.0,2.0,4.0,1697.0 ,913700.0,3270.0,House for sale
4613,1198000.0,2.0,3.0,1705.0 ,1430800.0,4097.0,House for sale
4622,1195000.0,2.0,2.0,1296.0 ,1206960.0,3528.0,Condo for sale
4625,375000.0,1.0,1.0,620.0 ,396600.0,1866.0,Condo for sale
4626,188888.0,2.0,3.0,1464.0 ,263400.0,2875.0,Home for sale
4627,1399999.0,3.0,4.0,1620.0 ,1514230.0,3949.0,House for sale
4628,2595000.0,4.0,4.0,3071.0 ,2123000.0,6966.0,House for sale
4635,650000.0,2.0,2.0,1020.0 ,650000.0,2935.0,Condo for sale
4642,600000.0,4.0,4.0,1831.0 ,808600.0,3226.0,Townhouse for sale
4646,3900000.0,5.0,5.0,3865.0 ,3808000.0,14856.0,House for sale
4660,909888.0,2.0,2.0,1676.0 ,932635.0,3492.0,Condo for sale
4666,94999.0,2.0,2.0,1440.0 ,121400.0,2862.0,Home for sale
4669,12850000.0,6.0,5.0,7035.0 ,12391800.0,12933.0,New construction
4674,210000.0,2.0,3.0,1040.0 ,213600.0,3363.0,Home for sale
4675,425000.0,1.0,2.0,820.0 ,411100.0,2199.0,Condo for sale
4680,690000.0,3.0,4.0,1614.0 ,708900.0,3195.0,House for sale
4682,649000.0,2.0,2.0,910.0 ,669300.0,3494.0,Condo for sale
4688,725000.0,3.0,2.0,1908.0 ,740400.0,3625.0,Townhouse for sale
4689,649888.0,1.0,2.0,1047.0 ,698500.0,2910.0,Townhouse for sale
4695,559000.0,3.0,4.0,1701.0 ,573300.0,3399.0,Townhouse for sale
4704,629000.0,3.0,5.0,1460.0 ,641900.0,3499.0,House for sale
4707,439000.0,1.0,2.0,920.0 ,450256.0,2400.0,Condo for sale
4708,1749000.0,3.0,4.0,3000.0 ,1889675.0,5291.0,House for sale
4711,490000.0,1.0,1.0,744.0 ,497900.0,2196.0,Condo for sale
4716,995000.0,3.0,3.0,2186.0 ,1030600.0,3897.0,House for sale
4719,1034900.0,2.0,2.0,1692.0 ,1034900.0,4500.0,Condo for sale
4722,839900.0,2.0,3.0,1296.0 ,766000.0,3127.0,House for sale
4724,679000.0,2.0,2.0,1078.0 ,679800.0,2934.0,House for sale
4727,818000.0,1.0,2.0,819.0 ,834000.0,2600.0,House for sale
4728,875000.0,3.0,2.0,1380.0 ,931000.0,4496.0,Condo for sale
4729,1149000.0,2.0,4.0,1102.0 ,1205116.0,3499.0,House for sale
4732,1175000.0,1.0,3.0,1170.0 ,1258300.0,3300.0,House for sale
4734,1275000.0,1.0,3.0,1184.0 ,1378800.0,3298.0,House for sale
4737,530000.0,2.0,2.0,907.0 ,540400.0,2281.0,Condo for sale
4741,849000.0,3.0,3.0,1951.0 ,826300.0,3534.0,Multi-family home for sale
4742,1395000.0,2.0,3.0,2318.0 ,1229500.0,4894.0,Condo for sale
4745,749000.0,1.0,2.0,960.0 ,767725.0,2723.0,House for sale
4746,999900.0,1.0,2.0,1056.0 ,1059200.0,2999.0,House for sale
4750,1249000.0,3.0,4.0,2346.0 ,1212300.0,5000.0,House for sale
4753,825000.0,2.0,4.0,1404.0 ,836600.0,3669.0,Foreclosure
4763,9295000.0,7.0,5.0,4437.0 ,9035100.0,30245.0,House for sale
4777,880000.0,3.0,3.0,1443.0 ,925700.0,3399.0,Townhouse for sale
4782,3200000.0,5.0,5.0,3629.0 ,3202300.0,13151.0,House for sale
4787,799000.0,2.0,3.0,1428.0 ,821828.0,3458.0,House for sale
4789,669000.0,2.0,2.0,992.0 ,676870.0,2734.0,Townhouse for sale
4792,450000.0,2.0,3.0,1192.0 ,426600.0,2774.0,Condo for sale
4793,789000.0,3.0,3.0,1452.0 ,832300.0,3281.0,Townhouse for sale
